title,category,introduce,place,place_detail,phone_num,open_time,image_link
마쉐앙팡키즈카페,"키즈카페,실내놀이터","부모님과 자녀를 위한 프리미엄 키즈카페입니다쾌적한 실내공기, 정성스런 음식, 부모님과 자녀들이 함께 쉬고 놀수 있는 공간입니다.유럽 직수입의 장난감과 넓은 방방장 시설, 사진찍기 좋은 공간!...",인천 남동구 논현동,인천 남동구 논고개로 85,032-433-5755,매일: 10:00 ~ 21:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20171214_21%2F1513241757733VJuss_JPEG%2F7RBhtdGUC0BFkKlUd6ASeRSk.jpg
프레리키즈카페 인천논현점,"키즈카페,실내놀이터",150평 규모의 넓고 깔끔한 인테리어의 키즈카페주차 종일무료,인천 남동구 논현동,인천 남동구 소래역남로16번길 75,032-433-3400,매일: 10:30 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180709_109%2F1531100798406SjebL_JPEG%2FWCA-S1uExqq96uMWYi2zN3vd.jpg
키즈카페 샤를롯데 호구포점,"키즈카페,실내놀이터",,인천 남동구 논현동,인천 남동구 논현로 40,032-424-3356,"토요일: 10:30 ~ 21:00공휴일, 어린이집, 유치원 방학기간도 포함일요일: 10:30 ~ 19:30평일: 12:30 ~ 21:00월요일: 휴무 ~ 단체예약만 가능",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200103_168%2F1578030008003pu5Rv_JPEG%2FRwx1A1Bbk5mm9isMUwME6E2m.jpeg.jpg
상상노리 홈플러스인천논현점,"키즈카페,실내놀이터",,인천 남동구 논현동,인천 남동구 청능대로 596,032-433-4402,매일: 10:00 ~ 22:00,
리틀비틀 동춘점,"키즈카페,실내놀이터",2018년 10월에 인천 연수구 동춘동에 새로오픈한 리틀비틀(동춘점)입니다다양한 놀이시설. 맛있는 먹거리 편안한 휴게시설까지 오셔서 직접 체험해 보세요 ^^...,인천 연수구 동춘동,인천 연수구 동춘동 303-1,032-816-1112,주말: 11:00 ~ 20:30평일: 11:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181114_263%2F1542124991516vdIqc_JPEG%2FiRBZCwu6WIVhPoYNmvuPE0CA.jpeg.jpg
상상블럭 연수점,"키즈카페,실내놀이터",,인천 연수구 동춘동,인천 연수구 청능대로 210,032-821-3395,"주말: 10:30 ~ 22:00둘째,넷째 일요일 휴무공휴일: 10:30 ~ 22:00둘째,넷째 일요일 휴무평일: 10:30 ~ 22:00둘째,넷째 일요일 휴무",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190801_190%2F1564649823707rDGNv_JPEG%2FSVIJAzWkOKHB8w_NN1KO33jh.jpg
과천서울대공원기린나라키즈체험,"키즈카페,실내놀이터","기린나라는 부모님과 아이들이 행복한 시간을 보낼 수 있도록 기획, 구성된 '신나는 멀티체험랜드'입니다.아이들에게는 신나는 놀이터가, 아이의 부모들에게는 쉼터가 되는, 복합 가족문화 공간입니다.기린나라는 놀이를 통한 교육, 공감각적 체험 프로그램을 지향합니다.",경기 과천시 막계동,경기 과천시 대공원광장로 80,02-503-1900,주말: 10:00 ~ 18:00*코로나19 심각단계 종료까지 임시휴관평일: 10:00 ~ 17:00*코로나19 심각단계 종료까지 임시휴관,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191018_173%2F1571380735554VuNkO_JPEG%2F0c6RIZSM-o-WoxoL1_LTRVlf.jpeg.jpg
아이노리키즈카페,"키즈카페,실내놀이터",,서울 금천구 시흥동,서울 금천구 금하로 763,02-892-1231,주말: 10:00 ~ 20:00공휴일: 10:00 ~ 20:00평일: 11:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20161228_78%2F1482852980433qxJnP_JPEG%2F177178406639413_0.jpeg
더가루 광명점,"키즈카페,실내놀이터","더가루광명점의 밀가루놀이 체험 원하시는 날짜와 시간대를 전화로 예약해주시면 됩니다. 감사합니다^^20개월부터 12세까지 이용 가능합니다.(20개월 미만은 평일 오후 1시, 2시 가능)...",경기 광명시 소하동,경기 광명시 소하로75번길 10,02-807-9000,매일: 10:00 ~ 19:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180324_58%2F1521865987056K2Dkx_JPEG%2F2.jpg
플레이타임 롯데프리미엄아울렛광명점,"키즈카페,실내놀이터",플레이타임그룹에서 신나게 놀자!우리 아이들을 위한 멀티 놀이공원!플레이타임 롯데아울렛 광명점,경기 광명시 일직동,경기 광명시 일직로 17,02-6226-2469,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200210_262%2F1581308613661eeO5p_JPEG%2F%25BD%25E6%25B3%25D7%25C0%25CF%2528%25C1%25A4%25BB%25E8%25B0%25A2%25C7%25FC%2529.jpg
똑똑블럭 롯데프리미엄아울렛광명점,"키즈카페,실내놀이터",,경기 광명시 일직동,경기 광명시 일직로 17,02-6226-2468,,
위드키즈,"키즈카페,실내놀이터","10가지 테마공간. 프리미엄 키즈카페.위드키즈어린이이용요금 1시간 5,000원/ 2시간 9,000원부모님 입장료 3,000원(커피 및 음료증정)",서울 송파구 방이동,서울 송파구 백제고분로48길 31,02-414-7090,주말: 10:00 ~ 20:00공휴일: 10:00 ~ 20:00평일: 11:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170101_269%2F1483243570858dLIVm_JPEG%2F186051533630599_0.jpeg
키즈필 강동점,"키즈카페,실내놀이터","강동구 성내동에 위치하고있는  아이가 즐겁고 엄마가 휴식을 취할수있는 키즈필키즈카페입니다.모든 식,음료는 직접 조리하고 있어서 위생적이고 아이들에게 안심하고 먹일수있습니다.키즈필은 키제한 130cm이하의 어린이만 입장할수 있어 어린아이들이 안전하게 놀수있는 환경입니다...",서울 강동구 성내동,서울 강동구 양재대로89가길 34,070-8873-8061,주말: 10:00 ~ 20:00평일: 12:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150831_248%2F1440989998612PUuSo_JPEG%2FSUBMIT_1407138517093_35258133.jpg
상상블럭 홈플러스잠실점,"키즈카페,실내놀이터","* 유아존(2세~5세): 자동차 도로놀이, 우주선 놀이, 인형의 집, 맥포머스 존, 몰펀/ 듀플로, 메가블럭 레고조립 및 각종퍼즐 등 다양한 블럭놀이 가능.*  히어로 팩토리, 바이오니클, 슈퍼히어로즈, 슈퍼 DC, 레고무비, 쥬라기 월드, 프렌즈, 엘프, 시티, 스타워즈, 마인크래프트, 크리에이터 등 최신 레고 들이 입수, 비치 되어 대여 가능.",서울 송파구 신천동,서울 송파구 올림픽로35가길 16,02-2202-8258,"매일: 10:00 ~ 21:302, 4째 주 일요일휴무",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_219%2F1441094702487OGHKv_JPEG%2F166777415454319_0.jpeg
탁꾸리네 바운스바운스,"키즈카페,실내놀이터","% 트윙클 붙임머리 무료서비스 이벤트중 %$$$ 파티룸 2시간 12,000원 할인행사중 $$$* 초등학생 이상도  입장 가능한 방방장...",서울 송파구 방이동,서울 송파구 가락로36길 9,02-422-1996,토요일: 11:00 ~ 21:00일요일: 11:00 ~ 20:00공휴일: 11:00 ~ 20:00월요일: 14:00 ~ 21:00화요일: 휴무 ~ 공휴일에는 오픈수요일: 14:00 ~ 21:00목요일: 14:00 ~ 21:00금요일: 14:00 ~ 22:00불금은 10시까지,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191206_65%2F1575636581395HLhpi_JPEG%2FcGxFOZlt-WNnJuy3dRSnwyiu.jpg
리틀비틀 송파점,"키즈카페,실내놀이터",리틀비틀(신우빌딩) 뒷편 기계식 주차장 무료 이용.(첫째/셋째 일요일은 주차장 휴무) RV/외제차는 주차 불가(지상층 비어있을 시 이용 가능. 주차관리인이나 매장으로 문의 바랍니다.),서울 송파구 석촌동,서울 송파구 가락로 114,02-417-5700,"주말: 10:00 ~ 21:00공휴일: 10:00 ~ 21:00평일: 11:00 ~ 20:00매월 두번째 월요일 휴무(10/14일, 11/11일, 12/9일)",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190325_169%2F1553487171100HNMM4_JPEG%2FDykP_thTeqUaMaZolBayqAIH.JPG.jpg
키다모 반포점,"키즈카페,실내놀이터",* 키다모 설 휴무 안내 * 키다모는 설 당일 1월25일 토요일만 휴무입니다.이용에 참고 부탁드립니다....,서울 서초구 반포동,서울 서초구 고무래로 6-6,02-596-5322,매일: 10:30 ~ 21:00명절 당일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191017_131%2F1571276457637YtkRF_PNG%2F%25C5%25B0%25B4%25D9%25B8%25F0_%25B7%25CE%25B0%25ED.png
브라보키즈파크,"키즈카페,실내놀이터","인기 애니메이션 캐릭터인 헬로카봇, 메카드, 소피루비를 테마로 꾸민 키즈카페 브라보키즈파크입니다.아이들을 위한 체험 및 놀이 공간과 키즈 전용 영화관 등 다양한 콘텐츠로 구성되어 있어부모님들은 편안한 휴식을, 어린이들은 신나는 놀이와 인기 애니메이션을 함께 즐길 수 있는 차별화된 복합 놀이 공간입니다.* 10세 또는 신장 135cm 이상 시 입장이 불가합니다. * 입장마감 시간은 20시 입니다.",서울 양천구 목동,서울 양천구 오목로 299,02-2062-2006,"매일: 10:00 ~ 22:00입장마감: 20시, 마트휴점일 휴무",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191105_176%2F1572921399844etQ3F_JPEG%2FQrDydwXolp4TLSLrz1WVsCaH.jpg
마망베베키즈카페,"키즈카페,실내놀이터",,서울 동작구 상도동,서울 동작구 국사봉1길 18,02-3280-7982,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA3MTdfMTQ1%2FMDAxNTAwMjU4MDgzMDY1.PiR3g2_zZmtskvR4DEGXVVbibxQo-Ab4frj9xccqJ_sg.s9GyFDHk11qujo_2VbOebxUKY61UDglAXN8N5CTc39Qg.JPEG.starmoon1316%2F20170708_175444.jpg%23900x506
핀덴하우스,"키즈카페,실내놀이터","All around KIDS-EDU multi space <FINDEN HOUSE>내 아이만의 남다른 육아라이프를 체험하고 집에서도 실현해 보세요. * 핀덴하우스에서는 가구, 교재와 교구, 육아생활용품 등 내 아이 성장환경에 필요한 다양한 제품을 체험해 보세요.",서울 영등포구 영등포동4가,서울 영등포구 영중로 9,02-2639-4091,주말: 11:00 ~ 20:30월요일: 11:00 ~ 20:00화요일: 11:00 ~ 20:00수요일: 11:00 ~ 20:00목요일: 11:00 ~ 20:00금요일: 11:00 ~ 20:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191022_67%2F1571732246404WNaPa_JPEG%2FMtuFbnPxlR82ij7dQ7ZNw75-.jpg
방방박사,"키즈카페,실내놀이터","전문바리스타의 정성이있는 커피가 있습니다. 엄마의 손길로 준비한 식사가 있습니다. 안전한 놀이가 있는, 편안한 쉼이 있는 방방박사. 생일파티, 어머니 모임 등 대관 환영합니다. ...",서울 영등포구 당산동5가,서울 영등포구 당산로 203,070-4064-0205,"일요일: 11:00 ~ 20:00동절기(12월30일~2월29일) 무휴.구정당일제외공휴일: 10:30 ~ 20:00동절기 기간내 무휴평일: 10:30 ~ 20:00동절기(12월30~2월29일)무휴 구정 당일 제외월요일: 휴무 ~ 학기중 휴무일,대체휴일이나 공휴일 영업",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170417_161%2F1492407176117neus6_JPEG%2F186365565240899_0.jpeg
문화철도959,"키즈카페,실내놀이터","959키즈카페 공간은 80여 평의 공간으로 미취학 어린이 놀이시설과 보호자를 위한 커피와 음료 그리고 2,000여권의 다양한 도서가 준비되어 있으며, 어린이 안전과 건강을 최우선으로 하여 친환경 편백나무 소재, 공기청정기 그리고 공기 살균기까지 완비되어 쾌적하고 안전한 기타유원시설로 되어있습니다. 예술작가들과 함께 화.목한데 무료 미술프로그램도 운영하고 있습니다.",서울 구로구 신도림동,서울 구로구 경인로 688,070-7678-0002,토요일: 10:00 ~ 20:00일요일: 휴무 ~ 평일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200311_238%2F1583902643888aweXl_JPEG%2FFlHzaW2jSkDAtGTxT3V8cpa1.jpg
브루미즈키즈까페 2001아울렛 구로점,"키즈카페,실내놀이터",,서울 구로구 고척동,서울 구로구 중앙로1길 36,02-2618-8284,매일: 10:30 ~ 20:00,
상상블럭 홈플러스 영등포점,"키즈카페,실내놀이터",,서울 영등포구 문래동3가,서울 영등포구 당산로 42,02-2678-1524,,
플레이타임 디큐브점,"키즈카페,실내놀이터",,서울 구로구 신도림동,서울 구로구 경인로 662,02-221-0940,,
플레이투런,"키즈카페,실내놀이터","플레이투런은 교육적인 효과가 있는 보드게임, 블럭, VR게임, 모션게임, 드론시뮬레이션, 코딩도구들이 구비되어 있는 교육체험시설이자 놀이공간입니다. 플레이투런의 교구와 시설은 모두 실제 학교교과 현장에서도 선생님들이 활용하는 교구이며, 이 모든 교구들은 실제적으로 교육과 연계될 수 있는 교수자료와 함께 구비되어 있습니다. 창의융합인재교육(STEAM)에 적용되는 교구와 커리큘럼을 만나실 수 있습니다. ...",서울 양천구 신정동,서울 양천구 목동동로 10,02-2644-2588,매일: 13:00 ~ 20:00월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181022_49%2F1540188781814EaoXz_JPEG%2FspsO4gjiVxo3l1F85apgGFs3.jpg
뛰노리방방 고척점,"키즈카페,실내놀이터",,서울 구로구 고척동,서울 구로구 고척로 207,02-6052-9963,주말: 10:00 ~ 20:00공휴일: 10:00 ~ 20:00평일: 13:00 ~ 19:30매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190129_298%2F1548722975561j4UJM_JPEG%2FH_S_9fbi2EDWuAciAuPB8odJ.jpg
점핑스카이,"키즈카페,실내놀이터","신월동 최대 크기의 실내(약 90평) 놀이터이며, 경창종합상가 2층에 위치해 있습니다.- 24개월부터 초등학생까지 이용가능- 생일파티, 단체모임, 전체 대관 가능...",서울 양천구 신월동,서울 양천구 월정로 54,02-2690-1258,주말: 11:00 ~ 21:00공휴일: 11:00 ~ 21:00평일: 13:00 ~ 21:00( 매주 월요일 휴무),https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200301_64%2F1583038946224PaT1H_JPEG%2FxfhqfMp8mbteVH6jX2WmgVtB.jpg
빅점프빅 원종점,"키즈카페,실내놀이터",안녕하세요~~ 프리미엄 실내방방 놀이터 빅 점프빅 부천 원종점 입니다~~저희 빅 점프빅은 친 환경 자재만을 사용하여 어린이들의 위생과 건강을 최우선으로 생각하는 실내 놀이터로 330m2규모의 넓은 실내와 편백놀이방 유아전용방방 어린이전용방방 공구놀이방 주방놀이방 정글짐 파티룸등 으로 이루어져있으며 전국10여개의 지점망을 가지고 있는 프랜차이즈 법인입니다~~,경기 부천시 원종동,경기 부천시 소사로 745,032-328-6400,매일: 10:00 ~ 20:00공휴일도 엽니다월요일: 휴무 ~ ,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20151216_141%2F1450230286086zNREM_JPEG%2F167166507465769_0.jpeg
꼬마대통령 신정이펜하우스점,"키즈카페,실내놀이터",★신종 코로나바이러스 예방을 위해 전체 대관서비스를 많은 요청으로 운영하게 되었습니다. FDA인증소독제(식품첨가물)로 소독을 마친후 친한 친구들과 안전하게 놀이시설을 이용해보세요~ 1타임당 1팀만 단독운영을 진행합니다.그 동안 코로나로인해 미뤘던 생일파티와 친구모임을 전체대관으로 안전하고 즐거운 방학생활을 마무리하세요!...,서울 양천구 신정동,서울 양천구 신정이펜2로 22,02-6941-1030,주말: 11:00 ~ 21:00공휴일: 11:00 ~ 21:00평일: 11:00 ~ 21:00어린이집 예약시 10시 오픈매일: 11:00 ~ 21:00코로나19가 잠식할때까지 예약제로 운영중입니다금요일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180517_202%2F1526553932009UYHYH_JPEG%2F7v1XKsoxxXD0cB37oMBpXDes.jpg
엔젤봉봉키즈랜드,"키즈카페,실내놀이터","- 단순한 실내놀이터가 아닌 체험과 교육, 감성이 어우러진 5층,6층 300평규모의 대형 복합문화공간 입니다.-세스코 청결 시스템 및 공기정화시스템을 통한 위행청결 청정구역입니다.-아이들의 건전한 심성과 건강한 신체발달에 도움이 되도록 놀이시설과 체험시설을 갖추고 있습니다....",인천 계양구 작전동,인천 계양구 장제로 672,032-541-0055,매일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20151223_34%2F1450835344123869ut_JPEG%2F167168557132767_10.jpeg
맘스앤키즈방방,"키즈카페,실내놀이터","엄마와 아이를 위한 공간을 만들기 위해서 이름도 고심끝에 맘스&키즈까페로 지었습니다.아이들은 신나게 뛰어놀고 엄마들은 마음껏 커피를 즐길수 있습니다.100여평의 공간을 잘활용해서 최대한으로 아이들이 즐겁고 안전하게 뛰어놀수있게 준비했습니다...",인천 부평구 부개동,인천 부평구 동수천로 132,032-215-8851,"주말: 10:00 ~ 19:00공휴일,방학도 같음.매일: 13:00 ~ 19:00매주 월요일 휴무(단. 방학,공휴일제외)",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160603_232%2F14649436070621wUux_JPEG%2F176553577666258_0.jpeg
해피방방 부천상동역점,"키즈카페,실내놀이터",,경기 부천시 상동,경기 부천시 상동로117번길 31,032-330-3600,"매일: 10:00 ~ 20:00(4월~6월과 9월~11월에만 월요일 휴무. 단, 공휴일은 정상영업함)",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_266%2F1441073327673izgC9_JPEG%2FSUBMIT_1428980189326_36435622.jpg
키즈빌리지 플레이도시점,"키즈카페,실내놀이터",,경기 부천시 상동,경기 부천시 조마루로 2,,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190724_254%2F1563946618328Q1Mwx_JPEG%2F6OgeUKmgYSpz9Gpoyoyx5f5G.jpg
노리파크 산곡점,"키즈카페,실내놀이터",,인천 부평구 산곡동,인천 부평구 마장로324번길 82,032-505-0876,"주말: 11:00 ~ 22:00금요일,토요일평일: 12:00 ~ 20:00일요일~목요일",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160705_262%2F1467714572600We3jk_JPEG%2F176655595952507_0.jpeg
어울놀이패밀리카페 인천청라점,"키즈카페,실내놀이터","인천광역시 서구 청라 키즈카페 <어울놀이 패밀리카페> 입니다. 부모님과 아이들이 함께 어울려 즐길 수 있는 공간,서로 다른 놀이 시설, 행사/파티룸/문화센터...",인천 서구 청라동,인천 서구 크리스탈로74번길 7-21,032-564-5562,토요일: 10:00 ~ 23:00일요일: 10:00 ~ 22:00월요일: 10:00 ~ 22:00화요일: 10:00 ~ 22:00수요일: 10:00 ~ 22:00목요일: 10:00 ~ 22:00금요일: 10:00 ~ 23:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200110_84%2F1578612878652vwsBC_JPEG%2Fv2EkTF_ABGuhgQU8PnBzah59.jpg
블럭카페,"키즈카페,실내놀이터",,인천 부평구 산곡동,인천 부평구 부흥로123번길 34,032-502-1425,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180219_123%2F1519030537046XQT4r_JPEG%2F7y5d9Gdgzarf6pLnEKnMoaWh.jpg
키즈앤파크,"키즈카페,실내놀이터",하남시 유일 실내보트쾌적한 공간에서 엄마와 아이 모두 편안한 시간을 보내세요.,경기 하남시 신장동,경기 하남시 대청로59번길 15,031-795-8383,"주말: 10:00 ~ 24:00금,토평일: 10:00 ~ 21:00일,화,수,목(월요일 정기휴무)",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190724_10%2F1563952664280jjI41_JPEG%2FR8_IdNw1wWmpY2RWnccPbFOT.jpg
쁘띠몽드 하남미사점,"키즈카페,실내놀이터",,경기 하남시 망월동,경기 하남시 미사강변중앙로 220,031-792-2331,매일: 10:00 ~ 20:00매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190427_267%2F15563199087422hiNu_JPEG%2F9nrDiExrmyzRgS_2A_KgT05f.jpg
몰랑블럭,"키즈카페,실내놀이터","강동구 강일동 중앙프라자 7층입니다.(마지막 코너 건물 1층에는 배스킨라빈스, 농협, 김밥천국, 수영장)주차장은 건물 뒷편으로 들어오셔야 합니다. (입구 경사가 다소 높아 천천히 입장하세요.)다양한 즐거움을 한 공간에서 누리실 수 있습니다....",서울 강동구 강일동,서울 강동구 아리수로 427,02-427-7373,주말: 10:00 ~ 20:00공휴일(토요일포함) 및 방학평일: 14:00 ~ 19:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200123_156%2F1579777302605No7Gp_JPEG%2FlPLvciXwWTge5KAT08y02tAg.jpg
헬로방방 워커힐점,"키즈카페,실내놀이터",헬로방방은 깨끗하고 안전한 곳에서 신나게 뛰어다니며 운동으로 스트레스를 날려버릴 수 있는 공간입니다. *이벤트 안내*보물찾기 이벤트를 진행하고 있습니다! 자세한 내용은 매장에 문의해주세요^^,서울 광진구 광장동,서울 광진구 아차산로 635,02-458-8800,매일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190709_230%2F1562660114374vAtPt_JPEG%2FKVlQnv7GIM4TrslSPUyht1Mn.jpg
꼬마대통령 천호점,"키즈카페,실내놀이터",아이들에게는 깨끗하고 안전한 놀이공간 보호자분들께는 아늑한 휴식을 제공하려고 노력하는 키즈카페 꼬마대통령입니다행복과 만족을 만끽하고 가시길 바랍니다 ^^주차지원 - 매장바로옆 천호로데오점 본죽옆 반지하주차장이용시 시간당 1000원지원...,서울 강동구 천호동,서울 강동구 천호대로157길 6,02-486-5553,주말: 10:00 ~ 21:00공휴일: 10:00 ~ 21:00평일: 11:00 ~ 21:00매월 첫째주 월요일휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190130_291%2F1548842748005WiABT_JPEG%2FoftbjQW67IgpqOu86R0_qqTd.jpeg.jpg
상상블럭 홈플러스강동점,"키즈카페,실내놀이터",,서울 강동구 천호동,서울 강동구 양재대로 1571,02-485-3370,,
트램폴린키즈카페,"키즈카페,실내놀이터","진접에서 명실공히 가장 핫한 방방장입니다. 초등학생부터 유아까지 모두가 즐거워하는 공간으로 다양한 놀이시설이 완비되어 있습니다. ^^아이들과 부모님들이 함께하기 좋은 진접 핫플레이스 트램폴린 키즈카페입니다.초등학생까지 받고있으며 유아존도 따로 있습니다...",경기 남양주시 진접읍 금곡리,경기 남양주시 진접읍 해밀예당1로 171,031-575-7188,일요일: 10:00 ~ 20:00평일: 10:00 ~ 21:00화요일휴무토요일: 10:00 ~ 21:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F%2F20170504_21%2F1493890949098piAyV_JPEG%2FIMG_5427.JPG
히어로키즈파크 일산점,"키즈카페,실내놀이터",드디어 일산에 상륙한 히어로키즈파크!,경기 고양시 일산동구 중산동,경기 고양시 일산동구 중산로 241,031-994-7073,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200301_196%2F1582997770218103iw_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6_%25B9%25E8%25B3%25CA_%25C0%25CF%25BB%25EA%25C8%25F7%25BE%25EE%25B7%25CE_800x600.jpg
점핑몬스터 운정본점,"키즈카페,실내놀이터",,경기 파주시 야당동,경기 파주시 경의로 1066,031-945-0497,주말: 10:00 ~ 20:00공휴일 포함평일: 14:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190724_258%2F1563933061579vicQt_JPEG%2F4PqABmhEpTsGJaSCcjxZEskh.jpg
스카이방방 파주운정점,"키즈카페,실내놀이터",,경기 파주시 동패동,경기 파주시 한울로 67,031-947-1575,주말: 10:00 ~ 20:00공휴일: 10:00 ~ 20:00평일: 12:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170330_274%2F1490862402179ONelT_JPEG%2F186280575661316_0.jpeg
플레이타임 롯데프리미엄아울렛파주점,"키즈카페,실내놀이터",플레이타임그룹에서 신나게 놀자!    ,경기 파주시 문발동,경기 파주시 회동길 390,031-960-2788,"매일: 10:30 ~ 21:00설날,추석당일 휴무",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200210_219%2F1581312128192QM2Uz_JPEG%2F%25BD%25E6%25B3%25D7%25C0%25CF%2528%25C1%25A4%25BB%25E8%25B0%25A2%25C7%25FC%2529.jpg
키아오라 키즈카페,"키즈카페,실내놀이터",,강원 강릉시 입암동,강원 강릉시 입암로 139,010-7540-9781,주말: 10:00 ~ 21:00공휴일: 10:00 ~ 21:00평일: 12:00 ~ 20:00월요일: 휴무 ~ ,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190515_92%2F1557873697167Fhgi5_PNG%2FrSH7iLKRLFzbrIpwLzYSNo8i.png
헬로밀가루 강릉점,"키즈카페,실내놀이터",아이가 먼저다! 아이들을 위한 오감만족 친환경 밀가루 키즈카페 헬로밀가루 강릉점입니다.,강원 강릉시 노암동,강원 강릉시 남부로 147,033-643-2408,매일: 10:00 ~ 19:00매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180205_58%2F1517799478401xeTtw_JPEG%2FKuTxg-rcUypKZgkSklFJJJy9.jpg
스카이방방,"키즈카페,실내놀이터",,강원 강릉시 입암동,강원 강릉시 성덕포남로 48,033-653-8858,평일: 01:00 ~ 22:00주말(10:00~22:00),
